acc,status,balance,transferred,ms,note
abul9628,OK,800,800,2883,
abul9629,OK,525,525,2989,
abul9630,OK,700,700,3042,
abul9631,OK,1500,1500,2906,
abul9632,OK,800,800,3016,
abul9633,OK,510,510,2875,
abul9634,OK,575,575,2945,
abul9635,OK,575,575,2948,
abul9636,OK,525,525,2899,
abul9637,OK,550,550,2974,
abul9638,OK,1000,1000,2920,
abul9639,OK,800,800,2867,
abul9640,OK,525,525,2957,
abul9641,OK,750,750,2896,
abul9642,OK,575,575,2901,
abul9643,OK,700,700,2853,
abul9644,OK,800,800,2986,
abul9645,OK,600,600,2907,
abul9646,OK,700,700,2937,
abul9647,OK,1250,1250,2894,
abul9648,OK,1250,1250,3014,
abul9649,OK,525,525,2967,
abul9650,OK,600,600,2948,
abul9651,OK,700,700,2992,
abul9652,OK,575,575,2931,
abul9653,OK,600,600,2848,
abul9654,OK,650,650,3053,
abul9655,OK,510,510,3109,
abul9656,OK,1250,1250,2896,
abul9657,OK,650,650,2843,
abul9658,OK,1500,1500,2960,
abul9659,OK,1000,1000,3084,
abul9660,OK,510,510,2857,
abul9661,OK,1250,1250,2831,
abul9662,OK,575,575,3002,
abul9663,OK,750,750,3146,
abul9664,OK,600,600,2932,
abul9665,OK,1250,1250,2975,
abul9666,OK,700,700,2817,
abul9667,OK,600,600,3016,
abul9668,OK,800,800,2865,
abul9669,OK,650,650,2935,
abul9670,OK,650,650,2810,
abul9671,OK,1500,1500,3004,
abul9672,OK,800,800,2905,
abul9673,OK,800,800,2498,
abul9674,OK,1000,1000,2944,
abul9675,OK,1250,1250,2913,
abul9676,OK,510,510,2963,
abul9677,OK,650,650,2836,
abul9678,OK,575,575,2952,
abul9679,OK,550,550,2918,
abul9680,OK,800,800,2937,
abul9681,OK,510,510,2957,
abul9682,OK,510,510,2945,
abul9683,OK,550,550,2814,
abul9684,OK,800,800,2809,
abul9685,OK,700,700,2829,
abul9686,OK,1000,1000,2842,
abul9687,OK,1250,1250,2906,
abul9688,OK,750,750,2900,
abul9689,OK,600,600,3112,
abul9690,OK,600,600,3419,
abul9691,OK,800,800,2976,
abul9692,OK,600,600,2969,
abul9693,OK,650,650,2870,
abul9694,OK,700,700,2917,
abul9695,OK,1500,1500,2935,
abul9696,OK,800,800,3016,
abul9697,OK,525,525,2970,
abul9698,OK,510,510,2986,
abul9699,OK,575,575,2957,
abul9700,OK,575,575,2952,
abul9701,OK,1000,1000,2944,
abul9702,OK,575,575,2854,
abul9703,OK,525,525,2965,
abul9704,OK,1500,1500,2905,
abul9705,OK,1000,1000,2991,
abul9706,OK,1250,1250,2949,
abul9707,OK,700,700,2901,
abul9708,OK,550,550,3044,
abul9709,OK,1250,1250,2920,
abul9710,OK,800,800,2893,
abul9711,OK,525,525,2935,
abul9712,OK,1250,1250,2795,
abul9713,OK,1000,1000,2937,
abul9714,OK,600,600,2916,
abul9715,OK,1250,1250,2902,
abul9716,OK,575,575,3020,
abul9717,OK,600,600,2934,
abul9718,OK,510,510,2872,
abul9719,OK,1500,1500,2935,
abul9720,OK,600,600,3177,
abul9721,OK,575,575,2887,
abul9722,OK,750,750,2925,
abul9723,OK,550,550,2915,
abul9724,OK,1250,1250,2895,
abul9725,OK,800,800,2873,
abul9726,OK,1000,1000,2989,
abul9727,OK,800,800,2845,
abul9728,OK,600,600,2929,
abul9729,OK,1000,1000,2920,
abul9730,OK,550,550,2907,
abul9731,OK,750,750,2909,
abul9732,OK,1250,1250,2955,
abul9733,OK,510,510,2953,
abul9734,OK,525,525,2971,
abul9735,OK,600,600,2866,
abul9736,OK,575,575,2943,
abul9737,OK,600,600,2932,
abul9738,OK,510,510,2889,
abul9739,OK,1250,1250,2856,
abul9740,OK,525,525,2986,
abul9741,OK,1250,1250,3017,
abul9742,OK,1500,1500,2898,
abul9743,OK,1500,1500,2882,
abul9744,OK,1000,1000,2864,
abul9745,OK,525,525,2952,
abul9746,OK,700,700,2836,
abul9747,OK,750,750,2873,
abul9748,OK,1000,1000,2894,
abul9749,OK,750,750,2953,
abul9750,OK,800,800,2920,
abul9751,OK,1000,1000,2957,
abul9752,OK,800,800,2915,
abul9753,OK,525,525,2930,
abul9754,OK,510,510,2854,
abul9755,OK,525,525,2888,
abul9756,OK,510,510,2937,
abul9757,OK,525,525,2944,
abul9758,OK,525,525,3480,
abul9759,OK,550,550,2905,
abul9760,OK,550,550,2938,
abul9761,OK,550,550,2920,
abul9762,OK,1000,1000,2846,
abul9763,OK,1000,1000,2897,
abul9764,OK,700,700,2851,
abul9765,OK,600,600,2925,
abul9766,OK,575,575,2991,
abul9767,OK,1000,1000,2866,
abul9768,OK,525,525,2976,
abul9769,OK,575,575,2914,
abul9770,OK,510,510,2911,
abul9771,OK,1500,1500,2914,
abul9772,OK,1000,1000,2917,
abul9773,OK,525,525,2990,
abul9774,OK,1000,1000,2936,
abul9775,OK,600,600,2964,
abul9776,OK,1000,1000,2874,
abul9777,OK,525,525,2941,
abul9778,OK,1000,1000,2533,
abul9779,OK,525,525,2895,
abul9780,OK,525,525,2830,
abul9781,OK,550,550,3070,
abul9782,OK,750,750,2868,
abul9783,OK,1000,1000,2929,
abul9784,OK,700,700,2895,
abul9785,OK,600,600,2991,
abul9786,OK,700,700,2896,
abul9787,OK,550,550,2856,
abul9788,OK,550,550,2449,
abul9789,OK,1500,1500,2875,
abul9790,OK,800,800,2832,
abul9791,OK,700,700,2819,
abul9792,OK,1250,1250,2942,
abul9793,OK,575,575,3015,
abul9794,OK,800,800,2950,
abul9795,OK,750,750,2866,
abul9796,OK,750,750,2923,
abul9797,OK,1250,1250,2944,
abul9798,OK,510,510,2896,
abul9799,OK,525,525,2876,
abul9800,OK,510,510,2887,
abul9801,OK,525,525,2904,
abul9802,OK,1000,1000,2979,
abul9803,OK,750,750,2838,
abul9804,OK,550,550,2920,
abul9805,OK,600,600,2853,
abul9806,OK,510,510,2940,
abul9807,OK,510,510,2924,
abul9808,OK,525,525,2919,
abul9809,OK,550,550,2977,
abul9810,OK,700,700,2866,
abul9811,OK,525,525,2852,
abul9812,OK,700,700,2947,
abul9813,OK,600,600,2958,
abul9814,OK,1500,1500,2898,
abul9815,OK,525,525,2946,
abul9816,OK,1000,1000,2966,
abul9817,OK,550,550,2867,
abul9818,OK,650,650,2976,
abul9819,OK,750,750,2994,
abul9820,OK,700,700,2880,
abul9821,OK,800,800,2932,
abul9822,OK,525,525,3131,
abul9823,OK,550,550,3306,
abul9824,OK,700,700,2855,
abul9825,OK,750,750,2906,
abul9826,OK,1250,1250,2987,
abul9827,OK,650,650,2865,
abul9828,OK,550,550,2846,
abul9829,OK,800,800,2827,
abul9830,OK,650,650,2933,
abul9831,OK,510,510,2952,
abul9832,OK,510,510,2981,
abul9833,OK,650,650,2963,
abul9834,OK,575,575,2864,
abul9835,OK,1500,1500,2821,
abul9836,OK,650,650,2978,
abul9837,OK,650,650,3253,
abul9838,OK,1250,1250,2884,
abul9839,OK,650,650,2891,
abul9840,OK,650,650,2884,
abul9841,OK,800,800,2935,
abul9842,OK,1500,1500,2848,
abul9843,OK,510,510,2771,
abul9844,OK,575,575,2965,
abul9845,OK,1250,1250,2901,
abul9846,OK,575,575,2940,
abul9847,OK,510,510,2911,
abul9848,OK,575,575,2978,
abul9849,OK,700,700,2873,
abul9850,OK,1250,1250,3354,
abul9851,OK,575,575,2918,
abul9852,OK,510,510,2979,
abul9853,OK,800,800,2951,
abul9854,OK,1250,1250,2913,
abul9855,OK,1000,1000,2936,
abul9856,OK,700,700,2897,
abul9857,OK,550,550,3018,
abul9858,OK,650,650,2895,
abul9859,OK,800,800,2890,
abul9860,OK,525,525,2855,
abul9861,OK,1000,1000,2961,
abul9862,OK,600,600,2874,
abul9863,OK,700,700,2905,
abul9864,OK,575,575,2825,
abul9865,OK,575,575,2977,
abul9866,OK,1000,1000,2886,
abul9867,OK,510,510,2974,
abul9868,OK,800,800,2812,
abul9869,OK,700,700,2995,
abul9870,OK,575,575,2835,
abul9871,OK,1250,1250,2856,
abul9872,OK,550,550,2881,
abul9873,OK,575,575,2927,
abul9874,OK,525,525,3066,
abul9875,OK,1000,1000,2854,
abul9876,OK,650,650,2856,
abul9877,OK,800,800,2955,
abul9878,OK,750,750,2943,
abul9879,OK,600,600,2827,
abul9880,OK,525,525,2850,
abul9881,OK,650,650,2857,
abul9882,OK,510,510,2876,
abul9883,OK,525,525,2871,
abul9884,OK,1250,1250,2911,
abul9885,OK,700,700,2857,
abul9886,OK,1250,1250,3033,
abul9887,OK,1500,1500,2939,
abul9888,OK,700,700,2910,
abul9889,OK,1500,1500,2881,
abul9890,OK,1500,1500,3011,
abul9891,OK,750,750,2875,
abul9892,OK,550,550,2962,
abul9893,OK,750,750,2876,
abul9894,OK,1500,1500,2977,
abul9895,OK,750,750,2990,
abul9896,OK,1000,1000,2898,
abul9897,OK,600,600,2929,
abul9898,OK,600,600,2969,
abul9899,OK,750,750,2969,
abul9900,OK,1000,1000,2913,
abul9901,OK,700,700,2872,
abul9902,OK,750,750,2867,
abul9903,OK,600,600,2815,
abul9904,OK,525,525,2864,
abul9905,OK,575,575,2914,
abul9906,OK,600,600,2954,
abul9907,OK,1000,1000,2900,
abul9908,OK,750,750,2913,
abul9909,OK,800,800,2864,
abul9910,OK,1000,1000,2874,
abul9911,OK,650,650,2865,
abul9912,OK,650,650,2980,
abul9913,OK,650,650,2819,
abul9914,OK,525,525,2947,
abul9915,OK,1250,1250,2939,
abul9916,OK,750,750,2944,
abul9917,OK,510,510,2896,
abul9918,OK,575,575,2930,
abul9919,OK,525,525,2865,
abul9920,OK,1000,1000,3035,
abul9921,OK,575,575,2921,
abul9922,OK,525,525,2954,
abul9923,OK,1250,1250,2871,
abul9924,OK,1500,1500,2908,
abul9925,OK,510,510,3045,
abul9926,OK,550,550,2856,
abul9927,OK,650,650,2897,
abul9928,OK,525,525,2920,
abul9929,OK,650,650,3010,
abul9930,OK,1000,1000,2860,
abul9931,OK,575,575,2866,
abul9932,OK,510,510,2904,
abul9933,OK,800,800,2938,
abul9934,OK,550,550,2978,
abul9935,OK,1250,1250,2948,
abul9936,OK,1250,1250,2951,
abul9937,OK,650,650,2876,
abul9938,OK,550,550,2910,
abul9939,OK,1250,1250,2948,
abul9940,OK,600,600,2819,
abul9941,OK,700,700,2832,
abul9942,OK,510,510,2876,
abul9943,OK,600,600,2934,
abul9944,OK,550,550,2842,
abul9945,OK,700,700,2997,
abul9946,OK,700,700,2900,
abul9947,OK,650,650,2932,
abul9948,OK,800,800,2906,
abul9949,OK,575,575,3027,
abul9950,OK,700,700,2932,
abul9951,OK,525,525,2905,
abul9952,OK,510,510,2934,
abul9953,OK,1500,1500,2979,
abul9954,OK,510,510,2920,
abul9955,OK,575,575,2966,
abul9956,OK,525,525,2923,
abul9957,OK,700,700,3039,
abul9958,OK,800,800,2926,
abul9959,OK,510,510,2852,
abul9960,OK,575,575,2891,
abul9961,OK,1250,1250,2883,
abul9962,OK,550,550,2910,
abul9963,OK,510,510,2895,
abul9964,OK,525,525,2796,
abul9965,OK,510,510,2874,
abul9966,OK,575,575,2901,
abul9967,OK,600,600,2952,
abul9968,OK,1000,1000,2940,
abul9969,OK,1000,1000,2905,
abul9970,OK,750,750,2994,
abul9971,OK,510,510,2827,
abul9972,OK,1500,1500,2848,
abul9973,OK,800,800,2919,
abul9974,OK,575,575,2870,
abul9975,OK,650,650,2976,
abul9976,OK,750,750,3009,
abul9977,OK,550,550,2875,
abul9978,OK,750,750,2981,
abul9979,OK,800,800,2897,
abul9980,OK,650,650,2888,
abul9981,OK,525,525,2921,
abul9982,OK,1500,1500,2944,
abul9983,OK,510,510,2897,
abul9984,OK,750,750,2944,
abul9985,OK,1250,1250,2848,
abul9986,OK,800,800,2837,
abul9987,OK,525,525,2953,
abul9988,OK,650,650,2925,
abul9989,OK,525,525,3003,
abul9990,OK,650,650,2953,
abul9991,OK,510,510,2954,
abul9992,OK,800,800,2906,
abul9993,OK,700,700,2938,
abul9994,OK,1500,1500,2927,
abul9995,OK,1250,1250,2852,
abul9996,OK,750,750,2890,
abul9997,OK,600,600,2905,
abul9998,OK,1250,1250,2805,
abul9999,OK,510,510,2911,
nguyen100,OK,600,600,3164,
nguyen1000,OK,475,475,3297,
nguyen1001,OK,425,425,3248,
nguyen1002,OK,410,410,3336,
nguyen1003,OK,500,500,3084,
nguyen1004,OK,650,650,3540,
nguyen1005,OK,1400,1400,3577,
nguyen1006,OK,450,450,3191,
nguyen1007,OK,410,410,3695,
nguyen1008,OK,900,900,3392,
nguyen1009,OK,410,410,3613,
nguyen101,OK,500,500,3104,
nguyen1010,OK,550,550,3582,
nguyen1011,OK,410,410,3591,
nguyen1012,OK,650,650,3426,
nguyen1013,OK,900,900,2534,
nguyen1014,OK,500,500,3345,
nguyen1015,OK,1400,1400,3201,
nguyen1016,OK,500,500,3155,
nguyen1017,OK,650,650,3294,
nguyen1018,OK,475,475,3441,
nguyen1019,OK,450,450,3351,
nguyen102,OK,700,700,3074,
nguyen1020,OK,900,900,3252,
nguyen1021,OK,1400,1400,3348,
nguyen1022,OK,600,600,3329,
nguyen1023,OK,1400,1400,3387,
nguyen1024,OK,900,900,3277,
nguyen1025,OK,900,900,3199,
nguyen1026,OK,475,475,2973,
nguyen1027,OK,700,700,3409,
nguyen1028,OK,410,410,2895,
nguyen1029,OK,1150,1150,3383,
nguyen103,OK,1150,1150,3273,
nguyen1030,OK,425,425,3036,
nguyen1031,OK,550,550,2902,
nguyen1032,OK,500,500,2787,
nguyen1033,OK,900,900,3158,
nguyen1034,OK,900,900,3557,
nguyen1035,OK,700,700,3357,
nguyen1036,OK,600,600,3351,
nguyen1037,OK,1150,1150,3280,
nguyen1038,OK,500,500,3479,
nguyen1039,OK,900,900,3570,
nguyen104,OK,410,410,3220,
nguyen1040,OK,600,600,3305,
nguyen1041,OK,475,475,4009,
nguyen1042,OK,475,475,3895,
nguyen1043,OK,550,550,3891,
nguyen1044,OK,450,450,3941,
nguyen1045,OK,410,410,3485,
nguyen1046,OK,550,550,3326,
nguyen1047,OK,500,500,3510,
nguyen1048,OK,450,450,3692,
nguyen1049,OK,410,410,3426,
nguyen105,OK,475,475,3422,
nguyen1050,OK,1400,1400,3933,
nguyen1051,OK,650,650,3782,
nguyen1052,OK,1150,1150,3780,
nguyen1053,OK,410,410,3872,
nguyen1054,OK,450,450,3720,
nguyen1055,OK,425,425,3654,
nguyen1056,OK,650,650,3566,
nguyen1057,OK,900,900,3610,
nguyen1058,OK,700,700,3566,
nguyen1059,OK,425,425,3711,
nguyen106,OK,475,475,3621,
nguyen1060,OK,475,475,3666,
nguyen1061,OK,410,410,3410,
nguyen1062,OK,500,500,3562,
nguyen1063,OK,1150,1150,3402,
nguyen1064,OK,1150,1150,3336,
nguyen1065,OK,1400,1400,3023,
nguyen1066,OK,475,475,3281,
nguyen1067,OK,650,650,3159,
nguyen1068,OK,425,425,3213,
nguyen1069,OK,475,475,3211,
nguyen107,OK,450,450,3348,
nguyen1070,OK,450,450,3143,
nguyen1071,OK,1150,1150,3144,
nguyen1072,OK,600,600,3225,
nguyen1073,OK,500,500,3112,
nguyen1074,OK,475,475,3190,
nguyen1075,OK,500,500,3155,
nguyen1076,OK,425,425,3010,
nguyen1077,OK,650,650,2978,
nguyen1078,OK,500,500,2967,
nguyen1079,OK,650,650,3029,
nguyen108,OK,550,550,3548,
nguyen1080,OK,1150,1150,3031,
nguyen1081,OK,450,450,3146,
nguyen1082,OK,900,900,2937,
nguyen1083,OK,410,410,3036,
nguyen1084,OK,650,650,3490,
nguyen1085,OK,600,600,3183,
nguyen1086,OK,550,550,3129,
nguyen1087,OK,650,650,3174,
nguyen1088,OK,475,475,3081,
nguyen1089,OK,410,410,3026,
nguyen109,OK,650,650,3284,
nguyen1090,OK,500,500,3187,
nguyen1091,OK,1400,1400,3109,
nguyen1092,OK,1150,1150,3374,
nguyen1093,OK,1150,1150,3309,
nguyen1094,OK,900,900,3020,
nguyen1095,OK,410,410,3069,
nguyen1096,OK,1150,1150,2989,
nguyen1097,OK,500,500,3367,
nguyen1098,OK,650,650,3207,
nguyen1099,OK,1400,1400,3402,
nguyen110,OK,475,475,3397,
nguyen1100,OK,450,450,3192,
nguyen1101,OK,500,500,3409,
nguyen1102,OK,475,475,3456,
nguyen1103,OK,1150,1150,3230,
nguyen1104,OK,425,425,3098,
nguyen1105,OK,900,900,3481,
nguyen1106,OK,900,900,3440,
nguyen1107,OK,700,700,3388,
nguyen1108,OK,425,425,3462,
nguyen1109,OK,700,700,3242,
nguyen111,OK,1150,1150,3509,
nguyen1110,OK,600,600,3398,
nguyen1111,OK,600,600,3311,
nguyen1112,OK,1400,1400,3588,
nguyen1113,OK,700,700,3271,
nguyen1114,OK,1400,1400,3199,
nguyen1115,OK,550,550,3524,
nguyen1116,OK,700,700,3692,
nguyen1117,OK,500,500,3474,
nguyen1118,OK,600,600,3400,
nguyen1119,OK,1400,1400,3455,
nguyen112,OK,1400,1400,3186,
nguyen1120,OK,450,450,3499,
nguyen1121,OK,700,700,3455,
nguyen1122,OK,500,500,3274,
nguyen1123,OK,600,600,2889,
nguyen1124,OK,450,450,3276,
nguyen1125,OK,650,650,2985,
nguyen1126,OK,700,700,3183,
nguyen1127,OK,500,500,2991,
nguyen1128,OK,700,700,3168,
nguyen1129,OK,900,900,3293,
nguyen113,OK,550,550,3289,
nguyen1130,OK,600,600,3101,
nguyen1131,OK,475,475,3129,
nguyen1132,OK,550,550,3165,
nguyen1133,OK,650,650,3296,
nguyen1134,OK,475,475,3242,
nguyen1135,OK,1400,1400,3327,
nguyen1136,OK,1150,1150,3355,
nguyen1137,OK,410,410,3288,
nguyen1138,OK,450,450,3226,
nguyen1139,OK,600,600,3299,
nguyen114,OK,425,425,3162,
nguyen1140,OK,700,700,3210,
nguyen1141,OK,550,550,3226,
nguyen1142,OK,900,900,3339,
nguyen1143,OK,450,450,2977,
nguyen1144,OK,500,500,3047,
nguyen1145,OK,425,425,3013,
nguyen1146,OK,1400,1400,3152,
nguyen1147,OK,700,700,3074,
nguyen1148,OK,425,425,3043,
nguyen1149,OK,425,425,2951,
nguyen115,OK,1400,1400,3032,
nguyen1150,OK,600,600,3202,
nguyen1151,OK,700,700,3015,
nguyen1152,OK,450,450,3197,
nguyen1153,OK,475,475,3107,
nguyen1154,OK,700,700,2925,
nguyen1155,OK,475,475,2486,
nguyen1156,OK,900,900,2999,
nguyen1157,OK,650,650,2947,
nguyen1158,OK,1150,1150,2890,
nguyen1159,OK,600,600,2928,
nguyen116,OK,700,700,3210,
nguyen1160,OK,425,425,2839,
nguyen1161,OK,1400,1400,3086,
nguyen1162,OK,900,900,2801,
nguyen1163,OK,600,600,3007,
nguyen1164,OK,500,500,3200,
nguyen1165,OK,550,550,3040,
nguyen1166,OK,500,500,2950,
nguyen1167,OK,1400,1400,2881,
nguyen1168,OK,500,500,2988,
nguyen1169,OK,410,410,3111,
nguyen117,OK,450,450,3519,
nguyen1170,OK,500,500,3010,
nguyen1171,OK,1150,1150,3019,
nguyen1172,OK,600,600,3048,
nguyen1173,OK,900,900,2997,
nguyen1174,OK,410,410,3083,
nguyen1175,OK,700,700,3036,
nguyen1176,OK,700,700,3094,
nguyen1177,OK,600,600,3060,
nguyen1178,OK,425,425,3133,
nguyen1179,OK,650,650,3108,
nguyen118,OK,900,900,3263,
nguyen1180,OK,1150,1150,3089,
nguyen1181,OK,700,700,3057,
nguyen1182,OK,410,410,3094,
nguyen1183,OK,450,450,3135,
nguyen1184,OK,550,550,3116,
nguyen1185,OK,475,475,2987,
nguyen1186,OK,500,500,2861,
nguyen1187,OK,1400,1400,2953,
nguyen1188,OK,500,500,2936,
nguyen1189,OK,600,600,2861,
nguyen119,OK,1150,1150,3242,
nguyen1190,OK,475,475,3029,
nguyen1191,OK,450,450,2872,
nguyen1192,OK,1400,1400,2844,
nguyen1193,OK,550,550,2907,
nguyen1194,OK,425,425,2899,
nguyen1195,OK,650,650,2957,
nguyen1196,OK,650,650,2871,
nguyen1197,OK,475,475,2959,
nguyen1198,OK,650,650,2979,
nguyen1199,OK,450,450,2934,
nguyen120,OK,700,700,3120,
nguyen1200,OK,650,650,2996,
nguyen1201,OK,1400,1400,3579,
nguyen1202,OK,450,450,3015,
nguyen1203,OK,600,600,2963,
nguyen1204,OK,1150,1150,3044,
nguyen1205,OK,500,500,2969,
nguyen1206,OK,500,500,2915,
nguyen1207,OK,650,650,2867,
nguyen1208,OK,500,500,2947,
nguyen1209,OK,1150,1150,2989,
nguyen121,OK,425,425,3103,
nguyen1210,OK,550,550,3082,
nguyen1211,OK,600,600,3126,
nguyen1212,OK,1150,1150,3014,
nguyen1213,OK,600,600,3088,
nguyen1214,OK,900,900,2859,
nguyen1215,OK,1150,1150,3067,
nguyen1216,OK,475,475,2990,
nguyen1217,OK,700,700,3050,
nguyen1218,OK,475,475,2910,
nguyen1219,OK,650,650,2883,
nguyen122,OK,500,500,2981,
nguyen1220,OK,475,475,2928,
nguyen1221,OK,425,425,2820,
nguyen1222,OK,700,700,2874,
nguyen1223,OK,475,475,2997,
nguyen1224,OK,700,700,3000,
nguyen1225,OK,410,410,2930,
nguyen1226,OK,500,500,3006,
nguyen1227,OK,425,425,2852,
nguyen1228,OK,1400,1400,2911,
nguyen1229,OK,410,410,2995,
nguyen123,OK,410,410,2993,
nguyen1230,OK,450,450,2879,
nguyen1231,OK,500,500,2935,
nguyen1232,OK,500,500,2945,
nguyen1233,OK,1150,1150,3129,
nguyen1235,OK,900,900,3018,
nguyen1236,OK,900,900,3020,
nguyen1237,OK,550,550,2970,
nguyen1238,OK,1400,1400,3119,
nguyen1239,OK,450,450,2942,
nguyen124,OK,500,500,2881,
nguyen1240,OK,900,900,2866,
nguyen1241,OK,475,475,2946,
nguyen1242,OK,600,600,3055,
nguyen1243,OK,425,425,2979,
nguyen1244,OK,450,450,2964,
nguyen1245,OK,500,500,3138,
nguyen1246,OK,700,700,2962,
nguyen1247,OK,1400,1400,3068,
nguyen1248,OK,1400,1400,2973,
nguyen1249,OK,450,450,3003,
nguyen125,OK,1400,1400,2801,
nguyen1250,OK,700,700,2989,
nguyen1251,OK,425,425,2969,
nguyen1252,OK,1400,1400,2977,
nguyen1253,OK,500,500,2969,
nguyen1254,OK,700,700,3064,
nguyen1255,OK,600,600,2959,
nguyen1256,OK,450,450,2942,
nguyen1257,OK,1150,1150,2975,
nguyen1258,OK,650,650,3031,
nguyen1259,OK,410,410,2886,
nguyen126,OK,425,425,2940,
nguyen1260,OK,410,410,3053,
nguyen1261,OK,550,550,2826,
nguyen1262,OK,900,900,2863,
nguyen1263,OK,600,600,2922,
nguyen1264,OK,600,600,2944,
nguyen1265,OK,600,600,2983,
nguyen1266,OK,475,475,2985,
nguyen1267,OK,1400,1400,2943,
nguyen1268,OK,900,900,3025,
nguyen1269,OK,450,450,3008,
nguyen127,OK,650,650,3030,
nguyen1270,OK,650,650,3011,
nguyen1271,OK,1400,1400,3021,
nguyen1272,OK,1400,1400,3019,
nguyen1273,OK,1400,1400,2988,
nguyen1274,OK,550,550,3098,
nguyen1275,OK,475,475,2937,
nguyen1276,OK,475,475,2871,
nguyen1277,OK,1150,1150,2913,
nguyen1278,OK,500,500,2964,
nguyen1279,OK,650,650,3123,
nguyen128,OK,450,450,3340,
nguyen1280,OK,1400,1400,3116,
nguyen1281,OK,650,650,3064,
nguyen1282,OK,425,425,3082,
nguyen1283,OK,410,410,3023,
nguyen1284,OK,550,550,3103,
nguyen1285,OK,650,650,2927,
nguyen1286,OK,450,450,2564,
nguyen1287,OK,700,700,3008,
nguyen1288,OK,410,410,2956,
nguyen1289,OK,900,900,2990,
nguyen129,OK,1150,1150,3375,
nguyen1291,OK,900,900,2972,
nguyen1292,OK,600,600,2896,
nguyen1293,OK,450,450,3009,
nguyen1294,OK,600,600,3066,
nguyen1295,OK,475,475,2981,
nguyen1296,OK,550,550,2952,
nguyen1297,OK,425,425,2987,
nguyen1298,OK,650,650,3002,
nguyen1299,OK,600,600,3002,
nguyen130,OK,900,900,3122,
nguyen1300,OK,700,700,2958,
nguyen1301,OK,1150,1150,3010,
nguyen1302,OK,550,550,3086,
nguyen1303,OK,1400,1400,2976,
nguyen1304,OK,600,600,2885,
nguyen1305,OK,550,550,2995,
nguyen1306,OK,475,475,2917,
nguyen1307,OK,410,410,2968,
nguyen1308,OK,425,425,2916,
nguyen1309,OK,450,450,2997,
nguyen131,OK,450,450,3420,
nguyen1310,OK,700,700,2921,
nguyen1311,OK,650,650,2978,
nguyen1312,OK,425,425,2966,
nguyen1313,OK,550,550,2917,
nguyen1314,OK,1400,1400,2922,
nguyen1315,OK,410,410,3000,
nguyen1316,OK,450,450,2863,
nguyen1317,OK,1400,1400,2972,
nguyen1318,OK,1150,1150,2910,
nguyen1319,OK,410,410,2960,
nguyen132,OK,550,550,3294,
nguyen1320,OK,410,410,3003,
nguyen1321,OK,600,600,3003,
nguyen1322,OK,600,600,3038,
nguyen1323,OK,600,600,2947,
nguyen1324,OK,900,900,2871,
nguyen1325,OK,600,600,2900,
nguyen1326,OK,425,425,3067,
nguyen1327,OK,450,450,2972,
nguyen1328,OK,450,450,3057,
nguyen1329,OK,900,900,3121,
nguyen133,OK,900,900,3287,
nguyen1330,OK,550,550,3041,
nguyen1331,OK,650,650,3059,
nguyen1332,OK,900,900,2974,
nguyen1333,OK,650,650,2997,
nguyen1334,OK,650,650,2951,
nguyen1335,OK,500,500,3024,
nguyen1336,OK,1400,1400,2964,
nguyen1337,OK,1150,1150,3040,
nguyen1338,OK,500,500,2777,
nguyen1339,OK,1400,1400,3049,
nguyen134,OK,500,500,3311,
nguyen1340,OK,475,475,2840,
nguyen1341,OK,700,700,2867,
nguyen1342,OK,1400,1400,2927,
nguyen1343,OK,600,600,3023,
nguyen1344,OK,900,900,2976,
nguyen1345,OK,700,700,3029,
nguyen1346,OK,1150,1150,2948,
nguyen1347,OK,1400,1400,2968,
nguyen1348,OK,410,410,2868,
nguyen1349,OK,700,700,2933,
nguyen135,OK,475,475,3192,
nguyen1350,OK,600,600,2858,
nguyen1351,OK,600,600,2425,
nguyen1352,OK,475,475,3020,
nguyen1353,OK,450,450,2990,
nguyen1354,OK,600,600,2968,
nguyen1355,OK,500,500,2938,
nguyen1356,OK,600,600,2815,
nguyen1357,OK,1400,1400,3020,
nguyen1358,OK,500,500,2956,
nguyen1359,OK,450,450,2896,
nguyen136,OK,900,900,3059,
nguyen1360,OK,600,600,2969,
nguyen1361,OK,410,410,2848,
nguyen1362,OK,410,410,2903,
nguyen1363,OK,410,410,2974,
nguyen1364,OK,1150,1150,2953,
nguyen1365,OK,550,550,2857,
nguyen1366,OK,550,550,2907,
nguyen1367,OK,500,500,2905,
nguyen1368,OK,475,475,2935,
nguyen1369,OK,600,600,2835,
nguyen137,OK,475,475,3120,
nguyen1370,OK,475,475,2827,
nguyen1371,OK,425,425,2904,
nguyen1372,OK,1150,1150,2919,
nguyen1373,OK,475,475,3036,
nguyen1374,OK,410,410,2964,
nguyen1375,OK,410,410,3072,
nguyen1376,OK,410,410,2980,
nguyen1377,OK,550,550,2955,
nguyen1378,OK,410,410,2944,
nguyen1379,OK,450,450,2922,
nguyen138,OK,900,900,2949,
nguyen1380,OK,1400,1400,3005,
nguyen1381,OK,475,475,2964,
nguyen1382,OK,500,500,2960,
nguyen1383,OK,650,650,2970,
nguyen1384,OK,410,410,2980,
nguyen1385,OK,600,600,2840,
nguyen1386,OK,900,900,2978,
nguyen1387,OK,500,500,2915,
nguyen1388,OK,600,600,2980,
nguyen1389,OK,550,550,2970,
nguyen139,OK,475,475,3048,
nguyen1390,OK,475,475,2955,
nguyen1391,OK,900,900,2865,
